id	category
Mal_1359	Negative
Mal_1360	Positive
Mal_1361	Positive
Mal_1362	Positive
Mal_1363	Negative
Mal_1364	Positive
Mal_1365	Positive
Mal_1366	Positive
Mal_1367	Positive
Mal_1368	Positive
Mal_1369	Positive
Mal_1370	Positive
Mal_1371	Positive
Mal_1372	Positive
Mal_1373	Positive
Mal_1374	Positive
Mal_1375	Positive
Mal_1376	Positive
Mal_1377	Positive
Mal_1378	Positive
Mal_1379	Positive
Mal_1380	Positive
Mal_1381	Positive
Mal_1382	Positive
Mal_1383	Positive
Mal_1384	Positive
Mal_1385	Positive
Mal_1386	Positive
Mal_1387	Positive
Mal_1388	Positive
Mal_1389	Positive
Mal_1390	Positive
Mal_1391	Positive
Mal_1392	Negative
Mal_1393	Positive
Mal_1394	Positive
Mal_1395	Positive
Mal_1396	Positive
Mal_1397	Positive
Mal_1398	Positive
Mal_1399	Positive
Mal_1400	Positive
Mal_1401	Positive
Mal_1402	Positive
Mal_1403	Positive
Mal_1404	Negative
Mal_1405	Positive
Mal_1406	Positive
Mal_1407	Positive
Mal_1408	Negative
Mal_1409	Positive
Mal_1410	Positive
Mal_1411	Positive
Mal_1412	Positive
Mal_1413	Positive
Mal_1414	Positive
Mal_1415	Positive
Mal_1416	Positive
Mal_1417	Positive
Mal_1418	Positive
Mal_1419	Positive
Mal_1420	Positive
Mal_1421	Negative
Mal_1422	Positive
Mal_1423	Positive
Mal_1424	Positive
Mal_1425	Positive
Mixed_feelings	Mixed_feelings
Mal_1427	Positive
Mal_1428	Positive
Mal_1429	Positive
Mal_1430	Positive
Mal_1431	Positive
Mal_1432	Positive
Mal_1433	Positive
Mal_1434	Positive
Mal_1435	Positive
Mal_1436	Positive
Mal_1437	Positive
Mal_1438	Positive
Mal_1439	Positive
Mal_1440	Positive
Mal_1441	Positive
Mal_1442	Positive
Mal_1443	Positive
Mal_1444	Positive
Mal_1445	Positive
Mal_1446	Positive
Mal_1447	Positive
Mal_1448	Positive
Mal_1449	Positive
Mal_1450	Positive
Mal_1451	Positive
Mal_1452	Positive
Mal_1453	Positive
Mal_1454	Positive
Mal_1455	Positive
Mal_1456	Positive
Mal_1457	Positive
Mal_1458	Positive
Mal_1459	Positive
Mal_1460	Negative
Mal_1461	Positive
Mal_1462	Positive
Mal_1463	Positive
Mal_1464	Positive
Mal_1465	Negative
Mal_1466	Positive
Mal_1467	Negative
Mal_1468	Positive
Mal_1469	Positive
Mal_1470	Positive
Mal_1471	Negative
Mal_1472	Positive
Mal_1473	Positive
Mal_1474	Positive
Mal_1475	Positive
Mal_1476	Positive
Mal_1477	Positive
Mal_1478	Positive
Mal_1479	Positive
Mal_1480	Positive
Mal_1481	Positive
Mal_1482	Positive
Mal_1483	Positive
Mal_1484	Positive
Mal_1485	Positive
Mal_1486	Positive
Mal_1487	Positive
Mal_1488	Positive
Mal_1489	Positive
Mal_1490	Positive
Mal_1491	Positive
Mal_1492	Positive
Mal_1493	Negative
Mal_1494	Positive
Mal_1495	Positive
Mal_1496	Positive
Mal_1497	Negative
Mal_1498	Positive
Mal_1499	Positive
Mal_1500	Positive
Mal_1501	Positive
Mal_1502	Positive
Mal_1503	Positive
Mal_1504	Positive
Mal_1505	Positive
Mal_1506	Positive
Mal_1507	Positive
Mal_1508	Positive
Mal_1509	Positive
Mal_1510	Positive
Mal_1511	Positive
Mal_1512	Positive
Mal_1513	Positive
Mal_1514	Positive
Mal_1515	Positive
Mal_1516	Positive
Mal_1517	Positive
Mal_1518	Positive
Mal_1519	Positive
Mal_1520	Positive
Mal_1521	Negative
Mal_1522	Positive
Mal_1523	Positive
Mal_1524	Positive
Mal_1525	Positive
Mal_1526	Positive
Mal_1527	Positive
Mal_1528	Positive
Mal_1529	Positive
Mal_1530	Positive
Mal_1531	Positive
Mal_1532	Positive
Mal_1533	Positive
Mal_1534	Positive
Mal_1535	Positive
Mal_1536	Negative
Mal_1537	Positive
Mal_1538	Positive
Mal_1539	Positive
Mal_1540	Positive
Mal_1541	Positive
Mal_1542	Positive
Mal_1543	Positive
Mal_1544	Positive
Mal_1545	Negative
Mal_1546	Positive
Mal_1547	Positive
Mal_1548	Positive
Mal_1549	Positive
Mal_1550	Positive
unknown_state	unknown_state
Mal_1552	Positive
Mal_1553	Positive
Mal_1554	Positive
Mal_1555	Positive
Mal_1556	Positive
Mal_1557	Positive
Mal_1558	Positive
Mal_1559	Positive
Mal_1560	Positive
Mal_1561	Positive
Mal_1562	Positive
Mal_1563	Positive
Mal_1564	Positive
Mal_1565	Positive
Mal_1566	Positive
Mal_1567	Positive
Mal_1568	Positive
Mal_1569	Positive
Mal_1570	Positive
Mal_1571	Positive
Mal_1572	Positive
Mal_1573	Positive
Mal_1574	Positive
Mal_1575	Positive
Mal_1576	Positive
Mal_1577	Positive
Mal_1578	Positive
Mal_1579	Positive
Mal_1580	Positive
Mal_1581	Positive
Mal_1582	Negative
Mal_1583	Positive
Mal_1584	Positive
Mal_1585	Positive
Mal_1586	Positive
Mal_1587	Positive
Mal_1588	Positive
Mal_1589	Positive
Mal_1590	Positive
Mal_1591	Positive
Mal_1592	Positive
Mal_1593	Positive
Mal_1594	Negative
Mal_1595	Positive
Mal_1596	Positive
Mal_1597	Negative
Mal_1598	Positive
Mal_1599	Positive
Mal_1600	Positive
Mal_1601	Positive
Mal_1602	Positive
Mal_1603	Positive
Mal_1604	Positive
Mal_1605	Positive
Mal_1606	Positive
Mal_1607	Positive
Mal_1608	Positive
Mal_1609	Positive
Mal_1610	Positive
Mal_1611	Positive
Mal_1612	Negative
Mal_1613	Positive
Mal_1614	Positive
Mal_1615	Negative
Mal_1616	Positive
Mal_1617	Positive
Mal_1618	Positive
Mal_1619	Positive
Mal_1620	Positive
Mal_1621	Positive
Mal_1622	Positive
Mal_1623	Positive
Mal_1624	Positive
Mal_1625	Positive
Mal_1626	Negative
Mal_1627	Positive
Mal_1628	Positive
Mal_1629	Negative
Mal_1630	Positive
Mal_1631	Positive
Mal_1632	Positive
Mal_1633	Positive
Mal_1634	Positive
Mal_1635	Positive
Mal_1636	Positive
Mal_1637	Positive
Mal_1638	Positive
Mal_1639	Positive
Mal_1640	Positive
Mal_1641	Positive
Mal_1642	Positive
Mal_1643	Positive
Mal_1644	Positive
Mal_1645	Positive
Mal_1646	Positive
Mal_1647	Positive
Mal_1648	Positive
Mal_1649	Negative
Mal_1650	Positive
Mal_1651	Negative
Mal_1652	Positive
Mal_1653	Positive
Mal_1654	Positive
Mal_1655	Positive
Mal_1656	Positive
Mal_1657	Positive
Mal_1658	Positive
Mal_1659	Positive
Mal_1660	Positive
Mal_1661	Positive
Mal_1662	Positive
Mal_1663	Positive
Mal_1664	Positive
Mal_1665	Positive
Mal_1666	Positive
Mal_1667	Positive
Mal_1668	Positive
Mal_1669	Negative
Mal_1670	Positive
Mal_1671	Positive
Mal_1672	Positive
Mal_1673	Positive
Mal_1674	Positive
Mal_1675	Positive
Mal_1676	Positive
Mal_1677	Positive
Mal_1678	Positive
Mal_1679	Positive
Mal_1680	Negative
Mal_1681	Positive
Mal_1682	Positive
Mal_1683	Positive
Mal_1684	Positive
Mal_1685	Positive
Mal_1686	Positive
Mal_1687	Positive
Mal_1688	Positive
Mal_1689	Positive
Mal_1690	Positive
Mal_1691	Positive
Mal_1692	Positive
Mal_1693	Positive
Mal_1694	Negative
Mal_1695	Positive
Mal_1696	Positive
Mal_1697	Positive
Mal_1698	Positive
Mal_1699	Positive
Mal_1700	Negative
Mal_1701	Positive
Mal_1702	Positive
Mal_1703	Positive
Mal_1704	Positive
Mal_1705	Positive
Mal_1706	Positive
Mal_1707	Positive
Mal_1708	Positive
Mal_1709	Positive
Mal_1710	Positive
Mal_1711	Negative
Mal_1712	Negative
Mal_1713	Negative
Mal_1714	Positive
Mal_1715	Positive
Mal_1716	Negative
Mal_1717	Positive
Mal_1718	Negative
Mal_1719	Positive
Mal_1720	Positive
Mal_1721	Negative
Mal_1722	Positive
Mal_1723	Positive
Mal_1724	Positive
Mal_1725	Positive
Mal_1726	Positive
Mal_1727	Positive
Mal_1728	Positive
Mal_1729	Positive
Mal_1730	Positive
Mal_1731	Positive
Mal_1732	Positive
Mal_1733	Positive
Mal_1734	Positive
Mal_1735	Positive
Mal_1736	Positive
Mal_1737	Positive
Mal_1738	Positive
Mal_1739	Positive
Mal_1740	Positive
Mal_1741	Positive
Mal_1742	Positive
Mal_1743	Positive
Mal_1744	Positive
Mal_1745	Negative
Mal_1746	Positive
Mal_1747	Positive
Mal_1748	Positive
Mal_1749	Positive
Mal_1750	Positive
Mal_1751	Positive
Mal_1752	Positive
Mal_1753	Positive
Mal_1754	Positive
Mal_1755	Positive
Mal_1756	Positive
Mal_1757	Positive
Mal_1758	Positive
Mal_1759	Positive
Mal_1760	Positive
Mal_1761	Negative
Mal_1762	Positive
Mal_1763	Positive
Mal_1764	Negative
Mal_1765	Positive
Mal_1766	Positive
Mal_1767	Positive
Mal_1768	Negative
Mal_1769	Positive
Mal_1770	Positive
Mal_1771	Positive
Mal_1772	Positive
Mal_1773	Positive
Mal_1774	Positive
Mal_1775	Positive
Mal_1776	Positive
Mal_1777	Positive
Mal_1778	Positive
Mal_1779	Positive
Mal_1780	Positive
Mal_1781	Positive
Mal_1782	Positive
Mal_1783	Positive
Mal_1784	Positive
Mal_1785	Positive
Mal_1786	Positive
Mal_1787	Positive
Mal_1788	Positive
Mal_1789	Negative
Mal_1790	Positive
Mixed_feelings	Mixed_feelings
Mal_1792	Positive
Mal_1793	Positive
Mal_1794	Positive
Mal_1795	Positive
Mal_1796	Positive
Mal_1797	Positive
Mal_1798	Positive
Mal_1799	Positive
Mal_1800	Positive
Mal_1801	Negative
Mal_1802	Positive
Mal_1803	Positive
Mal_1804	Positive
Mal_1805	Positive
Mal_1806	Positive
Mal_1807	Positive
Mal_1808	Positive
Mal_1809	Positive
Mal_1810	Positive
Mal_1811	Positive
Mal_1812	Positive
Mal_1813	Positive
Mal_1814	Positive
Mal_1815	Negative
Mal_1816	Positive
Mal_1817	Positive
Mal_1818	Positive
Mal_1819	Positive
Mal_1820	Negative
Mal_1821	Positive
Mal_1822	Positive
Mal_1823	Positive
Mal_1824	Positive
Mal_1825	Positive
Mal_1826	Positive
Mal_1827	Positive
Mal_1828	Positive
Mal_1829	Positive
Mal_1830	Negative
Mal_1831	Positive
Mal_1832	Positive
Mal_1833	Positive
Mal_1834	Positive
Mal_1835	Positive
Mal_1836	Positive
Mal_1837	Positive
Mal_1838	Positive
Mal_1839	Positive
Mal_1840	Positive
Mal_1841	Positive
Mal_1842	Positive
Mal_1843	Positive
Mal_1844	Positive
Mal_1845	Positive
Mal_1846	Positive
Mal_1847	Positive
Mal_1848	Positive
Mal_1849	Positive
Mal_1850	Positive
Mal_1851	Positive
Mal_1852	Positive
Mal_1853	Positive
Mal_1854	Positive
Mal_1855	Positive
Mal_1856	Negative
Mal_1857	Positive
Mal_1858	Positive
Mal_1859	Positive
Mal_1860	Positive
Mal_1861	Positive
Mal_1862	Positive
Mal_1863	Positive
Mal_1864	Positive
Mal_1865	Positive
Mal_1866	Negative
Mal_1867	Positive
Mal_1868	Negative
Mal_1869	Positive
Mal_1870	Positive
Mal_1871	Positive
Mal_1872	Positive
Mal_1873	Positive
Mal_1874	Negative
Mal_1875	Positive
Mal_1876	Positive
Mal_1877	Negative
Mal_1878	Positive
Mal_1879	Positive
Mal_1880	Positive
Mal_1881	Positive
Mal_1882	Negative
Mal_1883	Positive
Mal_1884	Positive
Mal_1885	Positive
Mal_1886	Positive
Mal_1887	Positive
Mal_1888	Positive
Mal_1889	Positive
Mal_1890	Positive
Mal_1891	Positive
Mal_1892	Negative
Mal_1893	Positive
Mal_1894	Positive
Mal_1895	Positive
Mal_1896	Positive
Mal_1897	Positive
Mal_1898	Positive
Mal_1899	Positive
Mal_1900	Positive
Mal_1901	Positive
Mal_1902	Positive
Mal_1903	Positive
Mal_1904	Positive
Mal_1905	Positive
Mal_1906	Positive
Mal_1907	Negative
Mal_1908	Positive
Mal_1909	Positive
Mal_1910	Positive
Mal_1911	Negative
Mal_1912	Positive
Mal_1913	Positive
Mal_1914	Positive
Mal_1915	Positive
Mal_1916	Positive
Mal_1917	Positive
Mal_1918	Positive
Mal_1919	Positive
Mal_1920	Positive
Mal_1921	Positive
Mal_1922	Positive
Mal_1923	Positive
Mal_1924	Positive
Mal_1925	Positive
Mal_1926	Positive
Mal_1927	Positive
Mal_1928	Positive
Mal_1929	Positive
Mal_1930	Positive
Mal_1931	Positive
Mal_1932	Positive
Mal_1933	Positive
Mal_1934	Positive
Mal_1935	Negative
Mal_1936	Positive
Mal_1937	Positive
Mal_1938	Positive
Mal_1939	Positive
Mal_1940	Positive
Mal_1941	Positive
Mal_1942	Positive
Mal_1943	Positive
Mal_1944	Positive
Mal_1945	Negative
Mal_1946	Positive
Mal_1947	Positive
Mal_1948	Positive
Mal_1949	Positive
Mal_1950	Negative
Mal_1951	Positive
Mal_1952	Positive
Mal_1953	Negative
Mal_1954	Positive
Mal_1955	Positive
Mal_1956	Positive
Mal_1957	Negative
Mal_1958	Positive
Mal_1959	Positive
Mal_1960	Positive
Mal_1961	Negative
Mal_1962	Positive
