text	category	text_trans
Kalakki ithu box ofice aaghosham aayirikkum	Positive	Kalakki ithu box ofice aaghosham aayirikkum
Laalettan fans only hit likes here	unknown_state	Laalettan fans only hit likes here
ആരാണ് ഇതിന്റെ സംഗീത സംവിധാനം നിര്‍വഹിച്ചത് എന്ത് ഊള പട്ടാണ്	Negative	aran itinte sangit samvidhana nirvahicht ent ul pat
lallettta mass kola mass still waiting	Positive	lallettta mass kola mass still waiting
Padam Kandu....Oru Tamil Padam Kanda feel....Orupadu prethikshichu...Oru one man show and prithviraj etra tazhan patummo atrem tannnu	Mixed_feelings	Padam Kandu....Oru Tamil Padam Kanda feel....Orupadu prethikshichu...Oru one man show and prithviraj etra tazhan patummo atrem tannnu
nthayalum firstday firstshow urappichu kore naalayi malayalathil immathiri action padam erangittt kandkalayam	Positive	nthayalum firstday firstshow urappichu kore naalayi malayalathil immathiri action padam erangittt kandkalayam
Motham illuminaandi aanallo..ini ithaano original abram kureshi	unknown_state	Motham illuminaandi aanallo..ini ithaano original abram kureshi
ഇങ്ങു വാ എന്റെ കയ്യിൽ ഉണ്ട് മുത്തേ	unknown_state	ingu wa ente kayiൽ und mutte
Lalaten fan onnu ange like poratta	unknown_state	Lalaten fan onnu ange like poratta
Ikka age ethreyaan enn chodikunilla ath parinjitt karyamilla enna ippozum ithoke egane sadhikunnu	Positive	Ikka age ethreyaan enn chodikunilla ath parinjitt karyamilla enna ippozum ithoke egane sadhikunnu
ആ മൂക്കുത്തി ഉണ്ണിമുകുന്ദൻ മുത്തൂറ്റിൽ പണയം വച്ചതാണെന്ന് എത്ര പേർക്കറിയാം...	unknown_state	aa mukkutti unnimukundൻ muttutyൽ panyam vachchatanen etra peർkkaria...
Surajettanum subin ikkayum polichu  sesham screenil	Positive	Surajettanum subin ikkayum polichu  sesham screenil
Rolls roys കൊള്ളാമല്ലോ   ...	unknown_state	Rolls roys kollamallo   ...
Ettan fans Ethra per ee padam kanan pokum Ettan ishttam	Positive	Ettan fans Ethra per ee padam kanan pokum Ettan ishttam
Onnum parayanilla mammukkakkum ee teaminte ellavarkkum All the best	Positive	Onnum parayanilla mammukkakkum ee teaminte ellavarkkum All the best
Margam kalikku kittiya theater response	unknown_state	Margam kalikku kittiya theater response
ഈ bhavana സ്റ്റുഡിയോയിലാണ് മഹേഷ് ജോലി ചെയ്തത് എന്ന് എത്രപേർക്കറിയാം	unknown_state	i bhavana studioil mahesh joli cheitat enne etrapeർkkaria
അജയ് വാസുദേവ് മമ്മൂക്ക കോംമ്പോയിലെ ഏറ്റവും കിടിലം പടം ഇതായിരിക്കും എന്ന് ഉറപ്പ് ഉള്ളവർ ഒരു ലൈക് തന്നിട്ട് പോകണം...  #എന്ന് ഒരു സിനിമാ പ്രാന്തൻ	Positive	ajai vasudev mummuk conmpoile et kidilam pat itayirik enne ushp ulsavർ oru lik tannute pokant...  #enne oru sinima prantൻ
യാത്രകളെ സ്നേഹിക്കുന്നവർക്കായി എൻറെ Production House  ബാനറിൽ ഞാൻ ആദ്യമായി Produce ചെയ്ത Short Film	unknown_state	yatrakae snehikunnavർkkai eൻre Production House  banaryൽ naൻ adyamai Produce cheit Short Film
Njan Mohanlal fan aanu. Enikk 28 vayassayi.pakshe trailer theere pora	Negative	Njan Mohanlal fan aanu. Enikk 28 vayassayi.pakshe trailer theere pora
ഇതിനിപ്പോ ചെറിയ ഒരു ടട്രോളിനുള്ള മരുന്ന് ഇണ്ടല്ലോ... ready aakkam	unknown_state	itinippo cheria oru tatrolinull marun indllo... ready aakkam
Namukk karanataka police umayit onnu banthapettalo	unknown_state	Namukk karanataka police umayit onnu banthapettalo
Ikka polichu but Gopi ഏട്ടന്റെ bgm അത്ര പോര ..	Mixed_feelings	Ikka polichu but Gopi etinte bgm atra por ..
Support By Ikka Fans  . . .            Eetane ishtamulla oru ikka fan	Positive	Support By Ikka Fans  . . .            Eetane ishtamulla oru ikka fan
1:56 lalettane polle thonniyo?  joju chettan poli....	unknown_state	1:56 lalettane polle thonniyo?  joju chettan poli....
Plese upload  sunny Leone  scene.	not-malayalam	Plese upload  sunny Leone  scene.
എനിക്ക് ഒരു 369 like തരുമോ \r മമ്മൂക്ക ഫാൻസ്‌ common \r പറ്റുന്നവർ എന്റെ ചാനൽ സസ്ക്രബ് ചെയ്യുമോ	unknown_state	enic oru 369 like tarumo \r mummuk phaൻs common \r patunnavർ ente chanൽ saskrab cheayumo
Canadakk pokan irikunavar ivde like adik	unknown_state	Canadakk pokan irikunavar ivde like adik
Padam kanan pokunnathinu munp onnukoode trailer kanan vannath aarokke	unknown_state	Padam kanan pokunnathinu munp onnukoode trailer kanan vannath aarokke
ജോഷി സാറിന്റെ ഉഗ്രൻ തിരിച്ചു വരവ്.... അഭിനയ മികവ് കാണിച്ചു തന്ന ഒരുകൂട്ടം കലാകാരന്മാർ.... കൂടെ  സ്വാസിക എന്ന ഞങ്ങളുടെ എല്ലാമെല്ലാമായ സ്വാസു.....ഒരായിരം ആശംസകൾ... സിനിമ വൻവിജയം നേടട്ടെ	Positive	joshi sarinte ugrൻ tirichu vara.... abhinaya mika kanicu tann orukootte kalakaranmaർ.... kute  swasik end chhangute ellamellamaya svaasu.....oraira ashansakൾ... sinim waൻvijayam netate
song alambu aayi. Padam pakshe polikkum	Mixed_feelings	song alambu aayi. Padam pakshe polikkum
ഞങ്ങടെ പാവയ്ക്കാ കൃഷിക്കുള്ള പന്തൽ ഒക്കെ ഉണ്ടല്ലോ പടത്തിൽ..	unknown_state	texte pawayka krishikulla pantൽ ocke undllo patattiൽ..
ithinum matram nalla review kittaaan enthu thengayaa ee padathilullathenn enik maatraano thonniyath.. aake rasamaayitt thonniyath 2... 3 scenes matram.. oru 50 percent dialog onnum enik manassilaayilla.. entho kushukushukunna pole thonni..	Negative	ithinum matram nalla review kittaaan enthu thengayaa ee padathilullathenn enik maatraano thonniyath.. aake rasamaayitt thonniyath 2... 3 scenes matram.. oru 50 percent dialog onnum enik manassilaayilla.. entho kushukushukunna pole thonni..
Vineeth chettan undagile pinne super ayirikkum	Positive	Vineeth chettan undagile pinne super ayirikkum
വളരെ സന്തോഷം.. 2 കോടി 93 ലക്ഷം + views.. കേരളത്തിൽ കൂടാതെ മറ്റു സംസ്ഥാനത്തെ ആളുകളുടെ commentts വായിക്കുമ്പോഴുള്ള ഒരു കുളിര്...    Love this song 3/12/2019  Time :12:38 Am	Positive	valare santosha.. 2 koti 93 lakhs + views.. keralatiൽ kootate matu sansthante alukalute commentts vyikumporull oru kulir...    Love this song 3/12/2019  Time :12:38 Am
പടം കാണാത്തവരുണ്ടങ്കിൽ ഇന്ന് തന്നെ പോയി കണ്ടോ മക്കളെ, അജാതി	Positive	pat kanatvaruntangiൽ inn tanne poi conto maccaa, ajati
മുക്കുത്തി ആരു കണ്ടില്ല എന്നാണീ പറയണേ🤔എനിക്ക് കാണാലോ.	unknown_state	mukkutti aaru condill ennani panyane🤔enic kanalo.
സുരാജ്‌ ജയിക്കേണം എന്നാണ് എന്റെ ആഗ്രഹം	Positive	suraj jayikate enna ente agraha
Katta ikka fans like adichitt pokko	unknown_state	Katta ikka fans like adichitt pokko
Sunny chechiyee kannan vannavar like adi...	unknown_state	Sunny chechiyee kannan vannavar like adi...
നല്ല ഫീൽ ഗുഡ് ട്രൈലെർ... പൊളിച്ചെക്കനെ...	Positive	nall fiൽ good traileർ... policchekane...
തീയേറ്ററിൽ പോയി പടം കാണുമെന്ന് ഉറപിപ്പിച്ചവർ like	unknown_state	thiatoryൽ poi pat kanumenn uspippineevർ like
മമ്മൂട്ടി എന്ന നടന്റെ പകർന്നാട്ടം അവര്ണനീയം തന്നെ.....  most fav  song in mamangam	Positive	mummuti end natante pakർnnatea avarnaniyam tanne.....  most fav  song in mamangam
Bgm എവിടെയൊക്കെയോ ഒരു ലൈല മോ ലൈല എന്ന ഹിന്ദി പാട്ടിന്റെ ചോവ......🤔🤔	Mixed_feelings	Bgm evitayoceo oru lil mo lil end hindi pattine chov......🤔🤔
Annnnnnooii oru rakshem ella pwoliiiiiino words	Positive	Annnnnnooii oru rakshem ella pwoliiiiiino words
1970കൾ മുതൽ സിനിമ സംവിധാനം ചെയുന്നു. നിറക്കൂട്ട്, ശ്യാമ, ന്യൂഡൽഹി പോലുള്ള കിടിലൻ പടങ്ങൾ. ഇപ്പോഴും കാലത്തിനൊത്ത updated സിനിമകൾ. ഈ ട്രൈലെർ കണ്ടാൽ ഏതെങ്കിലും ന്യൂ ജനറേഷൻ പയ്യന്റെ സിനിമ ആണെന്ന് തോന്നിപോകും.. കാലത്തിന്റെ കൂടെ സഞ്ചരിക്കുന്ന സംവിധായകൻ... ജോഷി	Positive	1970kൾ mutൽ sinim samvidhana cheyunnu. nickckute, shyam, newdaൽhi polull kitilൻ patangoൾ. ipporau kalattinott updated sinimakൾ. i traileർ kantaൽ ethenkil new janareshൻ payyante sinim anen tonnipoku.. kalattine kute sancharikunn samvidhayakൻ... joshi
ഈ പാട്ട് കേട്ടുകൊണ്ട് കമന്റ് വായിക്കാൻ അടിപൊളിയാ...	Positive	i pat kettukond kament viaൻ atipolia...
മൂഞ്ചിയ പാട്ടും ഓഞ്ഞ ഡാൻസും.... എന്നിട്ടും ഞാൻ മുഴുവൻ കണ്ടു... എന്തിനായിരിക്കും.... ഏയ്.... അതിനായിരിക്കില്ല	Negative	munchia pat onera daൻsu.... ennit naൻ mubhuvൻ kantu... entinairik.... ay.... atinairikill
Enna parayana  onnum parayanilla	unknown_state	Enna parayana  onnum parayanilla
കാണാട കാണാട കട്ടക്ക് കട്ടക്ക് സുരാജ് പ്രിത്വിരാജ്	Positive	kanat kanat kattak kattak suraj pritviraj
Ellaaa ikka fansum support cheyuthaaal trailer no:1 akkaaam	unknown_state	Ellaaa ikka fansum support cheyuthaaal trailer no:1 akkaaam
അനശ്വരക് വേറെ പടം ഒന്നും കിട്ടിയില്ലേ എന്നു ആലോചിച്ചു നിക്കുവായിരുന്നു... അനശ്വര പൊളിക്കും	Positive	anashwarak vere pat onnu kitiille ennu aalochichu nikkuvairunnu... anshwar polik
Gopiyanna bgm oru rakshayum illa Marana bgm	Positive	Gopiyanna bgm oru rakshayum illa Marana bgm
Zee Music South Channelinnu erakkiya mathiyayirunnu.... Sunny Chechide paatu irakkumbol engilum 🤗🤗🤗	Positive	Zee Music South Channelinnu erakkiya mathiyayirunnu.... Sunny Chechide paatu irakkumbol engilum 🤗🤗🤗
ഇഷ്ടമാണ്. But ചില സിനിമയിൽ over actigalle എന്ന് തോന്നും..	Mixed_feelings	ishtama. But chil sinimaiൽ over actigalle enne tonnu..
Haters pani thodangind makkale.....sahikunnilla avrkithe kanditte..	Negative	Haters pani thodangind makkale.....sahikunnilla avrkithe kanditte..
masss....  ikkaa	Positive	masss....  ikkaa
Daily ഈ song കേള്‍ക്കുന്ന എത്ര പേര്‌ indu	unknown_state	Daily i song kelkkunn etra per indu
Entte ponne mass enn paranjaal pora marana mass	Positive	Entte ponne mass enn paranjaal pora marana mass
Katta ettan fan aanu.. Troll okke kandu vannatha.. But Ikka just amazed me	Positive	Katta ettan fan aanu.. Troll okke kandu vannatha.. But Ikka just amazed me
Voice kollillaaaa..... Charithra cinemal ingalk pattilaaaa... .....	Negative	Voice kollillaaaa..... Charithra cinemal ingalk pattilaaaa... .....
ലലോട്ടന്റെ ഒരു യമണ്ടൻ തിരിച്ച് വരവ് തന്നെയാണ് ഇട്ടിമാണി നിരാശപ്പെടുത്തില്ല  ആദ്യം മുതൽ അവസാനം വരെ ചിരിയുടെ അടിയുടെ വെടിപൂരം (ഞാനും ജൂനിയർ ആർട്ടിസ്റ്റ് ആയി അഭിനയിച്ചിട്ടുണ്ട് )	Positive	lalotinte oru yamantൻ tirich vara tannaan itimani nirashppetuttill  adyam mutൽ avasana vare chiriute atiute wetipuram (nanu juniaർ aaർttist aai abhinaichittund )
വേറൊന്നും കൊണ്ടല്ല... മലയാള സിനിമയിൽ ഇപ്പോഴും മുഴുവനും എറണാകുളം തൃശൂർ ആലപ്പുഴ കോഴിക്കോട് ജില്ല base ചെയ്തുള്ള സിനിമകൾ ആണ് , കൂടുതലും എറണാകുളം ജില്ലയിൽ നിന്നും ഉള്ളത് ആണ്.. വേറെ സ്ഥലങ്ങളിലൊക്കെ മാറ്റി പിടിക്കാം..	Negative	veronnu kontall... malyala sinimaiൽ ipporau mubhuvanu ernakulam trushuർ alappufa korikote jill base cheitull sinimakൾ aan , kututalu ernakulam jillayiൽ ninnu ult aan.. vere sthalandliloce mati piticam..
00:52 to 00:56 - ee car skidding cinemayil illallo??	unknown_state	00:52 to 00:56 - ee car skidding cinemayil illallo??
കുർബ്ബാന കൂടി സെമിത്തേരിയിൽ പ്രാർത്ഥിച്ചു ഇനി രണ്ട് കിലോ പോത്തെർച്ചിം വാങ്ങി വീട്ടിൽ പോണം.....   ലാലേട്ടൻ... 🥰🥰🥰	unknown_state	kuർbban kuti semitteriiൽ praർtthichu ini rand kilo poteർchchim vandi vitiൽ pokha.....   laletൻ... 🥰🥰🥰
ISL nu ശേഷം ഓടി എത്തിയവർ ഉണ്ടോ	unknown_state	ISL nu sheea oti atiyavർ undo
ഓരോ പടം കഴിയുമ്പോഴും സുരാജേട്ടന്റെ ലെവല് മാറിക്കൊണ്ടിരിക്കുവാണല്ലോ...	Positive	oro pat kaviyumponu surajetante level maricondirivanallo...
Oru raksha illa  adipoli trailer	Positive	Oru raksha illa  adipoli trailer
Trailer Kola massu annu Monee.	Positive	Trailer Kola massu annu Monee.
ട്രൈലെർ കണ്ടിട്ട് ലിജോ ജോസ് പെല്ലിശേരി സംവിധാനം പോലെ തോന്നിയത് എനിക്ക് മാത്രമാണോ	unknown_state	traileർ contit lijo jos pellisheri samvidhana pole tonniyat enic matramano
Pulimuranganee edakk okaa arekilimm ormaa vanoo🤐	Mixed_feelings	Pulimuranganee edakk okaa arekilimm ormaa vanoo🤐
നിനക്ക് ഇനി മലയാളം ഇൻഡസ്ട്രിയൽ പൂണ്ടു വിളയാടാൻ പറ്റുമെന്നു തോന്നുന്നുണ്ടോ ബോസ്സേ ഇജ്ജാതി	unknown_state	ninak ini malyalam iൻdustriaൽ puntu villyataൻ patumennu tonnunnundo bosse ijjati
അന്ന് ഏതോ നാട്ടിൽ നടന്ന സംഭവം ആയി കരുതി ആശ്വസിച്ചു... പിന്നീട് അത് ഒറ്റപ്പെട്ട സംഭവമായി മാറി..... ദേ ഇപ്പോൾ വാളയാറിലും!!! ഈ ക്രൂരമായ സംഭവങ്ങൾക്ക് എതിരേ ഉള്ള ഞങ്ങളുടെ പ്രതിഷേധം... ഞങ്ങളുടെ വിധി.	unknown_state	ann etho natiൽ natann sambhava aai karuti ashvasichu... pinnite at otppet sambhavamai mary..... de ippoൾ valyar!!! i krurmay sambhavangൾk ethire ull chhangute pratishedha... chhangute vidhi.
പഴയ ബാബു ആന്റണി സിനിമകൾക്ക് ശേഷംമലയാളത്തിൽ വരാൻ പോകുന്ന ഒന്നൊന്നര ഐറ്റം	Positive	paddy babu anmani sinimakൾk sheshanmalyalattiൽ varaൻ pokunn onnonnar itom
2020ൽ കേൾക്കുന്നവർ ലൈക്‌ അടിച്ചിട്ട് പോണം മിഷ്ടർ	unknown_state	2020ൽ keൾkkunnavർ lik atichit pokha mishtർ
ആദ്യം കേട്ടപ്പോൾ Ok ആയിരുന്നു എന്നാൽ വീണ്ടും കേട്ട് കേട്ട് ഇപ്പോ ദിവസവും ഒന്ന് വീതം രണ്ട് നേരം! അത്രയ്ക്കും ഫീലിങ്ങ് ആണ്വല്ല കൂടോത്രവും ചെയ്തിട്ടുണ്ടോ  {[Use headphones]}	Positive	adyam ketpoൾ Ok irunnu ennaൽ vind ket ket ippo divasavu one vita rand ner! atrayk filing anvall kutotravu chetitndo  {[Use headphones]}
Ittimani kanaan arokke plan ittu.katta waiting	Positive	Ittimani kanaan arokke plan ittu.katta waiting
Endammo ethilum nallathu Viva video arunneee	Negative	Endammo ethilum nallathu Viva video arunneee
Ee onam njangal ing edukkuvaa..... ee ittichan...	Positive	Ee onam njangal ing edukkuvaa..... ee ittichan...
Variety laletta, Pkd lalettans fans  Katta waiting Eee onam Namal pwolikum	Positive	Variety laletta, Pkd lalettans fans  Katta waiting Eee onam Namal pwolikum
Sarkar School ille pillar Terror aanenu Ee Movie parayum	unknown_state	Sarkar School ille pillar Terror aanenu Ee Movie parayum
Dileep eettan fans like here	not-malayalam	Dileep eettan fans like here
Itticho enna angadd ?  Ikkante dialog parayan payta sthalam     aha! Andhass	unknown_state	Itticho enna angadd ?  Ikkante dialog parayan payta sthalam     aha! Andhass
കൊച്ചിക്കാരൻ ആയ കുഞ്ഞാലി മരക്കാർ മലപ്പുറം സ്ലാങ്കിൽ... അതെന്താ അങ്ങനെ..	unknown_state	kochicarൻ ay kunjali marakkaർ malppuram slangiൽ... atenta angne..
ഫഹദിക്ക സൗബിൻക്ക ഷെയിൻ ഭാസി ഫ്രാങ്കി...മച്ചാൻമാരെ വാക്കുകൾ ഇല്ല നിങ്ങൾ മലയാള സിനിമയുടെ  മുത്തുകൾ ആണ് ...സുഷിന് ശ്യാം മധു  സി നാരായണൻ പോത്തേട്ടൻസ് no words .. Hatss off ...അഭിനയിച്ചവർ എല്ലാവരും സൂപ്പർ	Positive	fahadica sabiൻck sheniൻ bhasi frangi...macchaൻare wakcookൾ ill ningtoൾ malyala sinimaute  muttukൾ aan ...sushin shya madhu  si narayanൻ potetൻs no words .. Hatss off ...abhinaichchavർ ellavaru supർ
Ee varsham pirannitt oru nalla movie kandu	Positive	Ee varsham pirannitt oru nalla movie kandu
മധുരരാജെക്ക് ശേഷം അടിയുടെ ഇടിയുടെ വെടി പൂരം തീർക്കാൻ വീണ്ടും മമ്മുക്ക	Positive	madhurarajeak sheea atiute idiute weti puram thiർkkaൻ vind mammuk
CHEKUTHANMARUDE RAJAVU LUCIFER @lalettan @rajuvettan #romanchification	unknown_state	CHEKUTHANMARUDE RAJAVU LUCIFER @lalettan @rajuvettan #romanchification
Comment vayikan vendi mathram video theerarakumpam thirich vann pinnem start cheyyunnavar undoo	unknown_state	Comment vayikan vendi mathram video theerarakumpam thirich vann pinnem start cheyyunnavar undoo
Oru trailerum songsum kanathe e cinema Kanan poya aala njan,but njettichu kalanju,enganaya ethrayum variety cinemakal undakunnath,paranjitt karyamilla,kumbalangy  cinemayalla pachayaya Jeevitham mathramanu	Positive	Oru trailerum songsum kanathe e cinema Kanan poya aala njan,but njettichu kalanju,enganaya ethrayum variety cinemakal undakunnath,paranjitt karyamilla,kumbalangy  cinemayalla pachayaya Jeevitham mathramanu
rajune kannan vendii veendum trailer kandavar indoo??	unknown_state	rajune kannan vendii veendum trailer kandavar indoo??
Ufffff.  Pwoli lalattaa... Katta waiting	Positive	Ufffff.  Pwoli lalattaa... Katta waiting
Full PIRATES OF CARIBIEN Visuals aanallo	Mixed_feelings	Full PIRATES OF CARIBIEN Visuals aanallo
Fahad soubin Shane bhasi wot a combo man congrats to kumbalangi team.... Ithaan padam	not-malayalam	Fahad soubin Shane bhasi wot a combo man congrats to kumbalangi team.... Ithaan padam
Tovino ichayante  Police vesham kandapolu eniku mathramano thonniyathu Kasaba Film Mammookkaya pole ichayanu varunu	unknown_state	Tovino ichayante  Police vesham kandapolu eniku mathramano thonniyathu Kasaba Film Mammookkaya pole ichayanu varunu
ഇതിൽ FDFS ഉറപ്പിച്ചവർ ഉണ്ടെങ്കിൽ ലൈക്‌ അടിക്കാനുള്ള സ്ഥലം,	unknown_state	itiൽ FDFS udhappichevർ undengiൽ lik atikanural sthalam,
Pandam kandathinju shesham vanavar ethra perund pwli padam uff	Positive	Pandam kandathinju shesham vanavar ethra perund pwli padam uff
നിവിൻ പോളി ഫാൻസ്...ലൈക്ക്  ഇബടെ ഇട്ടോളി	unknown_state	niviൻ poli phaൻs...lic  ibate itoli
Dr. സരോജ് kumaril ശ്രീനിവാസൻ പറഞ്ഞ ഡയലോഗ് ഓർമ വരുന്നു	unknown_state	Dr. saroj kumaril shrinivasൻ paranera dialog oർm varunnu
Unni mukudan fans hit like	unknown_state	Unni mukudan fans hit like
ആരും കാണാ ഹൃദയ താരമതിൽ ഉരുകിനാം.....ആ വരി വരുമ്പോ ണ്ടല്ലോ ന്റെ പൊന്നെ ഒരു പ്രത്യേക ഫീലാ..	Positive	aaru kana hruday taramatiൽ urukinam.....aa vari varumpo ndllo nte ponne oru pratyek fila..
Come on ellavarum like adichu powlikk	unknown_state	Come on ellavarum like adichu powlikk
Jayettan  porikkum urappa    Jayettan super aa  tcr    Slangil	Positive	Jayettan  porikkum urappa    Jayettan super aa  tcr    Slangil
Devika +2 Biology chechi undu !!!	unknown_state	Devika +2 Biology chechi undu !!!
Engane ulla filims venamm..kooduthal mass onnum venda... Simple but powerfull..	Positive	Engane ulla filims venamm..kooduthal mass onnum venda... Simple but powerfull..
Evideyo Oru super star  janikunathu pole	Positive	Evideyo Oru super star  janikunathu pole
Enna pine itu oru series aki Netflixil  idan padile?kanditu ate polind	unknown_state	Enna pine itu oru series aki Netflixil  idan padile?kanditu ate polind
Aentae ponnoo ithu vaerae level thannae laletta umahhh	Positive	Aentae ponnoo ithu vaerae level thannae laletta umahhh
Mammooty fans എന്റെ ചാനൽ sandarschikkuka	unknown_state	Mammooty fans ente chanൽ sandarschikkuka
Looks like a superhit..	not-malayalam	Looks like a superhit..
Dileep enna cheythunne njan nokkanilla   enik trailer eshttai..nalla padanel poy kanum..the king of art cinema..	Positive	Dileep enna cheythunne njan nokkanilla   enik trailer eshttai..nalla padanel poy kanum..the king of art cinema..
Padam industry hit aakatte ennu oru Lalettan Fan	Positive	Padam industry hit aakatte ennu oru Lalettan Fan
Tamilnadu thala fans sarpakka movie hit panna valthukal	not-malayalam	Tamilnadu thala fans sarpakka movie hit panna valthukal
Ithu theateril 100 divasam kaanum enu urappu ullavar like adikku makkale	unknown_state	Ithu theateril 100 divasam kaanum enu urappu ullavar like adikku makkale
കട്ട ഏട്ടൻ - അച്ചായൻ ഫാൻസ്  undo?	unknown_state	kat etൻ - acchayൻ phaൻs  undo?
Mariyam aval vertee avida ninna matee	unknown_state	Mariyam aval vertee avida ninna matee
Shavakallarayile Kuzhimaadathile Peril Oru Letter marach pedich lalettan ninnappo Onnu Nadungi	unknown_state	Shavakallarayile Kuzhimaadathile Peril Oru Letter marach pedich lalettan ninnappo Onnu Nadungi
Super film adipoli njhan theatre povaan vaashi pidicha supermfilm ishtappettavarkk like	Positive	Super film adipoli njhan theatre povaan vaashi pidicha supermfilm ishtappettavarkk like
Mass Action Movies are back... മാസ് ആക്ഷൻ സിനിമകൾ തിരിച്ചു വരുന്നത് ശുഭ സൂചനയാണ്. തീയറ്ററുകളിലേക്ക് ആളുകൾ ഇടിച്ചു കയറട്ടെ. ഒരു 10 ന്യൂ ജനറേഷൻ സിനിമകൾ ഹിറ്റ് ആകുമ്പോൾ ഉണ്ടാകുന്ന ബിസിനസ് ആണ് ഒരു മാസ് പടം ഹിറ്റ് ആകുമ്പോൾ തീയറ്ററുകളെ സംബന്ധിച്ച് ഉണ്ടാകുന്നത്. സോഷ്യൽ മീഡിയയിൽ ആക്റ്റീവ് ആയ ഒരു വിഭാഗത്തിന്റെ മാത്രം നിരൂപണങ്ങൾ വലിയ വിജയങ്ങൾ സമ്മാനിക്കണമെന്നില്ല. മലയാള സിനിമയ്ക്ക് മഹാ വിജയങ്ങൾ കൊണ്ട് തിലകക്കുറി ചാർത്തിയ കിംഗ്‌ മേക്കർ ജോഷി സാറിന്റെ തിരിച്ചു വരവാകട്ടെ ഈ ചിത്രം	Positive	Mass Action Movies are back... mass aakshൻ sinimakൾ tirichu varunnat shubh suchanaa. tiyaterukali alukൾ idichu kayate. oru 10 new janareshൻ sinimakൾ hit akumpoൾ undakunn bisinas aan oru mass pat hit akumpoൾ tiyaterua sambandhich undakunnat. soshyaൽ mediiൽ aktive ay oru vibhagatine matra nirupanngൾ valia vijayangൾ sammanictamennill. malyala sinimak maha vijayangൾ kond tilakacury chaർttia king mekർ joshi sarinte tirichu varavakate i chitram
Jakes Bejoy ആണ് ഇൗ ട്രൈലെറിലെ ഹീറോ എന്നു വിശ്വസിക്കുന്നവർ  ഇവിടെ ലൈക്ക് അടിക്കുക	unknown_state	Jakes Bejoy aan i trailerille hero ennu vishvasikunnavർ  ivite lic atikcook
Mammookka fans TVM undengil Like adi.	unknown_state	Mammookka fans TVM undengil Like adi.
Pirates of Caribbean njammalum kandkknun parayan paranju!	Mixed_feelings	Pirates of Caribbean njammalum kandkknun parayan paranju!
സാധാരണ മമ്മൂട്ടി സിനിമകളുടെ ട്രൈലെർ ടീസർ കൾക്ക് താഴെ വരുന്ന കുറെ സ്ഥിരം കമെന്റുകൾ അത് കണ്ട മൂവി വൻ വിജയം ആവും എന്ന് വിചാരിക്കും എന്നിട്ടോ മൂവി ഇറങ്ങുമ്പോ കാണാനും ആളുണ്ടാവില്ല ഇതല്ലേ മമ്മൂട്ടി സിനിമകൾ തിയേറ്ററിൽ പോയി സിനിമ കാണാതെ സോഷ്യൽ മീഡിയയിൽ കൊണയോടിക്കുന്ന കുറെ ദുരന്തം ഫാൻസ്‌ കാരണം ഇങ്ങേരുടെ കാര്യം വല്ല്യ കഷ്ടം ആണ്	Negative	saadharan mummuti sinimalute traileർ tisർ kൾk take varunn kure sthir comentukൾ at kant muvi waൻ vijayam aavu enne vicharik ennito muvi irangumpo kananu alundavill italle mummuti sinimakൾ theatteryൽ poi sinim kanate soshyaൽ mediiൽ kochotickunn kure duranta phaൻs karea ingerute karyam vally kashta aan
endh kashtaman idh trailer alla teaser ann	unknown_state	endh kashtaman idh trailer alla teaser ann
What a look mamooka. Love from srilanka  TAMIL FAN	not-malayalam	What a look mamooka. Love from srilanka  TAMIL FAN
Prayaththe vellunna meyazhakkam ulla nadanan megastar.prayam marannulla aareyum athishayippikkunna actions aan enikk eetavum kooduthal ishtappettath	Positive	Prayaththe vellunna meyazhakkam ulla nadanan megastar.prayam marannulla aareyum athishayippikkunna actions aan enikk eetavum kooduthal ishtappettath
Kandu pidichu kodukkunnavarkku paridhoshigham endhelum undo undengil parayanam sramikkana	unknown_state	Kandu pidichu kodukkunnavarkku paridhoshigham endhelum undo undengil parayanam sramikkana
Fake views  Kettan Nanam ille...🤣🤣🤣	Negative	Fake views  Kettan Nanam ille...🤣🤣🤣
Uff ijjadi item romanjam ikka fans like adich polikk	Positive	Uff ijjadi item romanjam ikka fans like adich polikk
ഇരുപതാം നൂറ്റാണ്ടിൽ പ്രണവിന് പകരം ഷൈൻ നിഗത്തിനെ പരിഗണിച്ചാൽ കുറേയൊക്കെ നന്നായിരിക്കും	Positive	irupata nutandiൽ pranavin pakar shiൻ nigattin pariganicchaൽ kureyoe nannayirik
SIR... PLEASE DUBBED FOR #TAMIL TRAILER FOR EXTRAORDINARY ......	not-malayalam	SIR... PLEASE DUBBED FOR #TAMIL TRAILER FOR EXTRAORDINARY ......
ഇട്ടിമാണി .പൊളിക്കും .ഈ .ഓണം ഇട്ടിചായന് . ഒപ്പം .	Positive	itimani .polik .i .ona itichayan . oppam .
